reactants,products
Cl[c:1]1[n:2][cH:3][cH:4][cH:5][n:6]1.[CH3:7][O:8][C:9](=[O:10])[c:11]1[cH:12][nH:13][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12,[c:1]1(-[n:13]2[cH:12][c:11]([C:9]([O:8][CH3:7])=[O:10])[c:19]3[c:14]2[cH:15][cH:16][cH:17][cH:18]3)[n:2][cH:3][cH:4][cH:5][n:6]1
CC[O:1][C:2]([C:3]1([S:4]([c:5]2[cH:6][cH:7][c:8]([O:9][CH2:10][CH2:11][CH2:12][CH3:13])[cH:14][cH:15]2)(=[O:16])=[O:17])[CH2:18][CH2:19][N:20]([CH2:21][c:22]2[cH:23][cH:24][n:25][cH:26][cH:27]2)[CH2:28][CH2:29]1)=[O:30],[OH:1][C:2]([C:3]1([S:4]([c:5]2[cH:6][cH:7][c:8]([O:9][CH2:10][CH2:11][CH2:12][CH3:13])[cH:14][cH:15]2)(=[O:16])=[O:17])[CH2:18][CH2:19][N:20]([CH2:21][c:22]2[cH:23][cH:24][n:25][cH:26][cH:27]2)[CH2:28][CH2:29]1)=[O:30]
Br[c:1]1[c:2]([C:3]#[N:4])[cH:5][cH:6][cH:7][n:8]1.OB(O)[c:9]1[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]1,[c:1]1(-[c:9]2[cH:10][cH:11][c:12]([CH3:13])[cH:14][cH:15]2)[c:2]([C:3]#[N:4])[cH:5][cH:6][cH:7][n:8]1
O=[N+:1]([O-])[c:2]1[c:3]([O:4][CH2:5][C:6]([N:7]2[CH2:8][C@H:9]([CH3:10])[N:11]([CH2:12][c:13]3[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]3)[CH2:20][C@H:21]2[CH3:22])=[O:23])[cH:24][cH:25][c:26]([Cl:27])[cH:28]1,[NH2:1][c:2]1[c:3]([O:4][CH2:5][C:6]([N:7]2[CH2:8][C@H:9]([CH3:10])[N:11]([CH2:12][c:13]3[cH:14][cH:15][c:16]([F:17])[cH:18][cH:19]3)[CH2:20][C@H:21]2[CH3:22])=[O:23])[cH:24][cH:25][c:26]([Cl:27])[cH:28]1
Br[CH2:1][C:2]([O:3][CH2:4][CH3:5])=[O:6].[O:7]=[CH:8][c:9]1[cH:10][cH:11][c:12]([OH:13])[c:14]([C:15]([F:16])([F:17])[F:18])[cH:19]1,[CH2:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[O:13][c:12]1[cH:11][cH:10][c:9]([CH:8]=[O:7])[cH:19][c:14]1[C:15]([F:16])([F:17])[F:18]
Br[CH2:1][CH2:2][CH2:3][CH2:4][Br:5].[CH3:6][CH2:7][CH2:8][c:9]1[c:10]([OH:11])[cH:12][cH:13][c:14]([C:15]([CH3:16])=[O:17])[c:18]1[OH:19],[CH2:1]([CH2:2][CH2:3][CH2:4][Br:5])[O:11][c:10]1[c:9]([CH2:8][CH2:7][CH3:6])[c:18]([OH:19])[c:14]([C:15]([CH3:16])=[O:17])[cH:13][cH:12]1
Cl[c:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[n:8][c:9]2[cH:10][cH:11][cH:12][c:13]([Br:14])[c:15]12.[OH:16][c:17]1[cH:18][cH:19][c:20]([SH:21])[cH:22][cH:23]1,[c:1]1([S:21][c:20]2[cH:19][cH:18][c:17]([OH:16])[cH:23][cH:22]2)[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[n:8][c:9]2[cH:10][cH:11][cH:12][c:13]([Br:14])[c:15]12
O=[CH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][C:9]([F:10])([F:11])[O:12]2.[NH2:13][OH:14],[CH:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][C:9]([F:10])([F:11])[O:12]2)=[N:13][OH:14]
Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])=[O:10].[CH3:11][CH2:12]/[CH:13]=[CH:14]\[CH2:15]/[CH:16]=[CH:17]\[CH2:18][CH2:19][OH:20],[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])(=[O:10])[O:20][CH2:19][CH2:18]/[CH:17]=[CH:16]\[CH2:15]/[CH:14]=[CH:13]\[CH2:12][CH3:11]
O=[CH:1][c:2]1[cH:3][cH:4][c:5]([O:6][Si:7]([CH:8]([CH3:9])[CH3:10])([CH:11]([CH3:12])[CH3:13])[CH:14]([CH3:15])[CH3:16])[cH:17][cH:18]1.c1ccc([P+](c2ccccc2)(c2ccccc2)[CH3:19])cc1,[CH:1]([c:2]1[cH:3][cH:4][c:5]([O:6][Si:7]([CH:8]([CH3:9])[CH3:10])([CH:11]([CH3:12])[CH3:13])[CH:14]([CH3:15])[CH3:16])[cH:17][cH:18]1)=[CH2:19]
CC(C)[Si](C(C)C)(C(C)C)[O:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([CH2:10][OH:11])[se:12]2)[cH:13][cH:14]1,[OH:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([CH2:10][OH:11])[se:12]2)[cH:13][cH:14]1
O[C:1]([CH:2]([O:3][CH2:4][CH:5]=[CH2:6])[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12](=[O:13])[O:14][CH3:15])=[O:16].[CH2:17]=[CH:18][c:19]1[cH:20][c:21]([CH2:22][O:23][c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[NH2:30])[cH:31][c:32]([O:33][CH3:34])[cH:35]1,[C:1]([CH:2]([O:3][CH2:4][CH:5]=[CH2:6])[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][C:12](=[O:13])[O:14][CH3:15])(=[O:16])[NH:30][c:29]1[c:24]([O:23][CH2:22][c:21]2[cH:20][c:19]([CH:18]=[CH2:17])[cH:35][c:32]([O:33][CH3:34])[cH:31]2)[cH:25][cH:26][cH:27][cH:28]1
O[C:1]([CH:2]([NH:3][C:4]([CH:5]([CH2:6][C:7]#[CH:8])[NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[O:20])[CH2:21][CH:22]([CH3:23])[CH3:24])=[O:25].[CH3:26][O:27][C:28](=[O:29])[CH:30]([NH3+:31])[CH2:32][CH2:33][C:34](=[O:35])[NH:36][CH2:37][CH2:38][CH2:39][N:40]=[N+:41]=[N-:42],[C:1]([CH:2]([NH:3][C:4]([CH:5]([CH2:6][C:7]#[CH:8])[NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[O:20])[CH2:21][CH:22]([CH3:23])[CH3:24])(=[O:25])[NH:31][CH:30]([C:28]([O:27][CH3:26])=[O:29])[CH2:32][CH2:33][C:34](=[O:35])[NH:36][CH2:37][CH2:38][CH2:39][N:40]=[N+:41]=[N-:42]
CC[O:1][C:2]([CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]([CH2:9][N:10]([CH2:11][CH2:12][CH2:13][CH3:14])[c:15]2[cH:16][cH:17][cH:18][c:19](-[c:20]3[cH:21][cH:22][c:23]([C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]3)[c:30]2[CH3:31])[cH:32][c:33]1[CH3:34])=[O:35],[OH:1][C:2]([CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]([CH2:9][N:10]([CH2:11][CH2:12][CH2:13][CH3:14])[c:15]2[cH:16][cH:17][cH:18][c:19](-[c:20]3[cH:21][cH:22][c:23]([C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]3)[c:30]2[CH3:31])[cH:32][c:33]1[CH3:34])=[O:35]
O[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6]([O:7][CH2:8][CH:9]2[CH2:10][CH2:11]2)[c:12]([Br:13])[cH:14]1)=[O:15].[NH2:16][C@@H:17]1[CH2:18][CH2:19][CH2:20][CH2:21][C@H:22]1[OH:23],[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6]([O:7][CH2:8][CH:9]2[CH2:10][CH2:11]2)[c:12]([Br:13])[cH:14]1)(=[O:15])[NH:16][C@@H:17]1[CH2:18][CH2:19][CH2:20][CH2:21][C@H:22]1[OH:23]
O[C:1]([CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][C@@H:9]([C:10]([O:11][CH2:12][CH3:13])=[O:14])[O:15][CH2:16][CH3:17])[cH:18][cH:19]1)=[O:20].[CH3:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][NH:29][CH2:30][c:31]1[cH:32][cH:33][c:34]([F:35])[cH:36][c:37]1[F:38],[C:1]([CH2:2][O:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][C@@H:9]([C:10]([O:11][CH2:12][CH3:13])=[O:14])[O:15][CH2:16][CH3:17])[cH:18][cH:19]1)(=[O:20])[N:29]([CH2:28][CH2:27][CH2:26][CH2:25][CH2:24][CH2:23][CH2:22][CH3:21])[CH2:30][c:31]1[cH:32][cH:33][c:34]([F:35])[cH:36][c:37]1[F:38]
O[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]([Cl:8])[cH:9][cH:10]1)=[O:11].[CH3:12][N:13]1[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]1,[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]([Cl:8])[cH:9][cH:10]1)(=[O:11])[N:16]1[CH2:15][CH2:14][N:13]([CH3:12])[CH2:18][CH2:17]1
O[CH3:1].[CH3:2][O:3][c:4]1[cH:5][c:6]([CH:7]2[CH2:8][CH2:9][NH:10][CH2:11][CH2:12]2)[cH:13][cH:14][c:15]1[NH:16][c:17]1[n:18][cH:19][c:20]([O:21][CH2:22][c:23]2[c:24]([Cl:25])[c:26]([O:27][CH3:28])[cH:29][c:30]([O:31][CH3:32])[c:33]2[Cl:34])[cH:35][n:36]1,[CH3:1][N:10]1[CH2:9][CH2:8][CH:7]([c:6]2[cH:5][c:4]([O:3][CH3:2])[c:15]([NH:16][c:17]3[n:18][cH:19][c:20]([O:21][CH2:22][c:23]4[c:24]([Cl:25])[c:26]([O:27][CH3:28])[cH:29][c:30]([O:31][CH3:32])[c:33]4[Cl:34])[cH:35][n:36]3)[cH:14][cH:13]2)[CH2:12][CH2:11]1
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[cH:16]1,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[cH:16]1
O[C:1]([c:2]1[s:3][c:4]([NH:5][C:6]([NH:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH3:15])=[O:16])[c:17]([C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])[c:25]1[CH3:26])=[O:27].[CH3:28][CH2:29][CH2:30][CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][NH2:36],[C:1]([c:2]1[s:3][c:4]([NH:5][C:6]([NH:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH3:15])=[O:16])[c:17]([C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])[c:25]1[CH3:26])(=[O:27])[NH:36][CH2:35][CH2:34][CH2:33][CH2:32][CH2:31][CH2:30][CH2:29][CH3:28]
O[C:1](=[O:2])[CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[C:10]([F:11])([F:12])[F:13].[O:14]=[C:15]1[NH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[C:23]12[CH2:24][CH2:25][NH:26][CH2:27][CH2:28]2,[C:1](=[O:2])([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[C:10]([F:11])([F:12])[F:13])[N:26]1[CH2:25][CH2:24][C:23]2([C:15](=[O:14])[NH:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]32)[CH2:28][CH2:27]1
CC[O:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[c:11](-[c:12]2[cH:13][c:14]3[c:15]([n:16]2[CH:17]([CH3:18])[CH3:19])[CH:20]([c:21]2[cH:22][cH:23][c:24]([Cl:25])[cH:26][cH:27]2)[N:28]([c:29]2[cH:30][n:31]([CH3:32])[c:33](=[O:34])[c:35]([Cl:36])[cH:37]2)[C:38]3=[O:39])[cH:40]1,[OH:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[c:11](-[c:12]2[cH:13][c:14]3[c:15]([n:16]2[CH:17]([CH3:18])[CH3:19])[CH:20]([c:21]2[cH:22][cH:23][c:24]([Cl:25])[cH:26][cH:27]2)[N:28]([c:29]2[cH:30][n:31]([CH3:32])[c:33](=[O:34])[c:35]([Cl:36])[cH:37]2)[C:38]3=[O:39])[cH:40]1
[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[o:13]1,[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[o:13]1
c1ccc(C[O:1][c:2]2[c:3]([CH2:4][CH3:5])[cH:6][c:7](-[c:8]3[n:9][n:10][c:11](-[c:12]4[cH:13][c:14]([CH3:15])[n:16][c:17]([CH:18]([CH3:19])[CH3:20])[cH:21]4)[s:22]3)[cH:23][c:24]2[CH3:25])cc1,[OH:1][c:2]1[c:3]([CH2:4][CH3:5])[cH:6][c:7](-[c:8]2[n:9][n:10][c:11](-[c:12]3[cH:13][c:14]([CH3:15])[n:16][c:17]([CH:18]([CH3:19])[CH3:20])[cH:21]3)[s:22]2)[cH:23][c:24]1[CH3:25]
CC(C)(C)OC(=O)[N:1]1[C@@H:2]([C:3]([NH:4][C@H:5]([c:6]2[cH:7][cH:8][c:9]([C:10]([O:11][CH3:12])=[O:13])[cH:14][cH:15]2)[CH3:16])=[O:17])[CH2:18][CH2:19][CH:20]2[CH2:21][CH:22]12,[NH:1]1[C@@H:2]([C:3]([NH:4][C@H:5]([c:6]2[cH:7][cH:8][c:9]([C:10]([O:11][CH3:12])=[O:13])[cH:14][cH:15]2)[CH3:16])=[O:17])[CH2:18][CH2:19][CH:20]2[CH2:21][CH:22]12
O=[CH:1][c:2]1[c:3]([CH:4]([CH3:5])[CH3:6])[n:7][n:8]2[c:9]([Cl:10])[cH:11][cH:12][c:13]2[c:14]1-[c:15]1[cH:16][cH:17][c:18]([F:19])[cH:20][cH:21]1.[NH2:22][CH2:23][CH2:24][OH:25],[CH2:1]([c:2]1[c:3]([CH:4]([CH3:5])[CH3:6])[n:7][n:8]2[c:9]([Cl:10])[cH:11][cH:12][c:13]2[c:14]1-[c:15]1[cH:16][cH:17][c:18]([F:19])[cH:20][cH:21]1)[NH:22][CH2:23][CH2:24][OH:25]
O[C:1](=[O:2])/[CH:3]=[CH:4]/[c:5]1[cH:6][n:7][cH:8][nH:9]1.[CH3:10][O:11][c:12]1[cH:13][cH:14][c:15]([NH2:16])[c:17]2[n:18][c:19](-[c:20]3[cH:21][cH:22][cH:23][s:24]3)[nH:25][c:26]12,[C:1](=[O:2])(/[CH:3]=[CH:4]/[c:5]1[cH:6][n:7][cH:8][nH:9]1)[NH:16][c:15]1[cH:14][cH:13][c:12]([O:11][CH3:10])[c:26]2[c:17]1[n:18][c:19](-[c:20]1[cH:21][cH:22][cH:23][s:24]1)[nH:25]2
O=[C:1]1[N:2]([CH2:3][c:4]2[n:5][c:6](-[c:7]3[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][N:15]4[CH:16]([CH3:17])[CH2:18][CH2:19][CH2:20]4)[cH:21][cH:22]3)[o:23][cH:24]2)[C@H:25]([CH2:26][N:27]2[CH2:28][CH2:29][O:30][CH2:31][CH2:32]2)[CH2:33][CH2:34]1,[CH2:1]1[N:2]([CH2:3][c:4]2[n:5][c:6](-[c:7]3[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][N:15]4[CH:16]([CH3:17])[CH2:18][CH2:19][CH2:20]4)[cH:21][cH:22]3)[o:23][cH:24]2)[C@H:25]([CH2:26][N:27]2[CH2:28][CH2:29][O:30][CH2:31][CH2:32]2)[CH2:33][CH2:34]1
Cl[CH2:1][C:2]([CH2:3][C:4]([O:5][CH3:6])=[O:7])=[O:8].[CH3:9][O:10][c:11]1[cH:12][c:13]([SH:14])[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21]1,[CH2:1]([C:2]([CH2:3][C:4]([O:5][CH3:6])=[O:7])=[O:8])[S:14][c:13]1[cH:12][c:11]([O:10][CH3:9])[cH:21][c:16]([C:17]([F:18])([F:19])[F:20])[cH:15]1
Cl[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1.[CH3:20][O:21][C:22](=[O:23])[CH2:24][c:25]1[cH:26][n:27][c:28]([NH2:29])[s:30]1,[C:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[NH:29][c:28]1[n:27][cH:26][c:25]([CH2:24][C:22]([O:21][CH3:20])=[O:23])[s:30]1
Cl[c:1]1[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][cH:8][c:9]2[cH:10][n:11][cH:12][n:13]12.[NH2:14][c:15]1[cH:16][cH:17][c:18]([I:19])[cH:20][c:21]1[F:22],[c:1]1([NH:14][c:15]2[cH:16][cH:17][c:18]([I:19])[cH:20][c:21]2[F:22])[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][cH:8][c:9]2[cH:10][n:11][cH:12][n:13]12
Br[c:1]1[cH:2][c:3]2[cH:4][cH:5][c:6](-[c:7]3[cH:8][n:9][c:10]([CH:11]4[N:12]([C:13]([O:14][C:15]([CH3:16])([CH3:17])[CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22]4)[nH:23]3)[cH:24][c:25]2[cH:26][cH:27]1.CC1(C)OB([c:28]2[cH:29][cH:30][c:31](-[c:32]3[cH:33][n:34][c:35]([CH:36]4[N:37]([C:38]([CH:39]([NH:40][C:41]([O:42][CH3:43])=[O:44])[CH:45]([CH3:46])[CH3:47])=[O:48])[CH:49]5[CH2:50][CH2:51][CH:52]4[CH2:53]5)[nH:54]3)[cH:55][cH:56]2)OC1(C)C,[c:1]1(-[c:28]2[cH:29][cH:30][c:31](-[c:32]3[cH:33][n:34][c:35]([CH:36]4[N:37]([C:38]([CH:39]([NH:40][C:41]([O:42][CH3:43])=[O:44])[CH:45]([CH3:46])[CH3:47])=[O:48])[CH:49]5[CH2:50][CH2:51][CH:52]4[CH2:53]5)[nH:54]3)[cH:55][cH:56]2)[cH:2][c:3]2[cH:4][cH:5][c:6](-[c:7]3[cH:8][n:9][c:10]([CH:11]4[N:12]([C:13]([O:14][C:15]([CH3:16])([CH3:17])[CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22]4)[nH:23]3)[cH:24][c:25]2[cH:26][cH:27]1
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([CH2:7][n:8]2[c:9]3[cH:10][cH:11][c:12]([F:13])[cH:14][c:15]3[c:16]3[c:17]2[cH:18][n:19][n:20]3[CH:21]2[CH2:22][CH2:23][CH2:24][CH2:25][O:26]2)[cH:27][cH:28]1.[CH2:29]1[CH2:30][O:31][CH2:32][CH2:33][NH:34]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([CH2:7][n:8]2[c:9]3[cH:10][cH:11][c:12]([F:13])[cH:14][c:15]3[c:16]3[c:17]2[cH:18][n:19][n:20]3[CH:21]2[CH2:22][CH2:23][CH2:24][CH2:25][O:26]2)[cH:27][cH:28]1)[N:34]1[CH2:29][CH2:30][O:31][CH2:32][CH2:33]1
Cl[c:1]1[c:2]([C:3]([c:4]2[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]2)=[O:11])[cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17][cH:18]1.[CH3:19][CH:20]1[CH2:21][CH2:22][NH:23][CH2:24][CH2:25]1,[c:1]1([N:23]2[CH2:22][CH2:21][CH:20]([CH3:19])[CH2:25][CH2:24]2)[c:2]([C:3]([c:4]2[cH:5][cH:6][c:7]([CH3:8])[cH:9][cH:10]2)=[O:11])[cH:12][c:13]([N+:14](=[O:15])[O-:16])[cH:17][cH:18]1
O=[C:1]([c:2]1[c:3]([CH2:4][CH3:5])[o:6][c:7]([CH:8]=[CH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[n:16]1)[OH:17],[CH2:1]([c:2]1[c:3]([CH2:4][CH3:5])[o:6][c:7]([CH:8]=[CH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[n:16]1)[OH:17]
Cl[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([F:7])[cH:8]1.[CH3:9][N:10]1[CH2:11][CH2:12][CH:13]([O:14][c:15]2[cH:16][cH:17][cH:18][c:19]3[n:20][cH:21][n:22][c:23]([NH:24][c:25]4[cH:26][cH:27][c:28]([OH:29])[c:30]([F:31])[cH:32]4)[c:33]23)[CH2:34][CH2:35]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([F:7])[cH:8]1)[O:29][c:28]1[cH:27][cH:26][c:25]([NH:24][c:23]2[n:22][cH:21][n:20][c:19]3[cH:18][cH:17][cH:16][c:15]([O:14][CH:13]4[CH2:12][CH2:11][N:10]([CH3:9])[CH2:35][CH2:34]4)[c:33]32)[cH:32][c:30]1[F:31]
O=[C:1]([CH2:2][CH2:3][CH2:4][N:5]1[CH2:6][CH2:7][NH:8][CH2:9][CH2:10]1)[c:11]1[cH:12][nH:13][c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][c:20]12,[CH2:1]([CH2:2][CH2:3][CH2:4][N:5]1[CH2:6][CH2:7][NH:8][CH2:9][CH2:10]1)[c:11]1[cH:12][nH:13][c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][c:20]12
O=[C:1]1[CH2:2][CH2:3][C@@H:4]([c:5]2[cH:6][cH:7][c:8]([F:9])[n:10][cH:11]2)[CH2:12]1.[CH3:13][CH2:14][O:15][c:16]1[cH:17][cH:18][cH:19][c:20]([C@@H:21]([CH3:22])[NH2:23])[cH:24]1,[C@H:1]1([NH:23][C@@H:21]([c:20]2[cH:19][cH:18][cH:17][c:16]([O:15][CH2:14][CH3:13])[cH:24]2)[CH3:22])[CH2:2][CH2:3][C@@H:4]([c:5]2[cH:6][cH:7][c:8]([F:9])[n:10][cH:11]2)[CH2:12]1
Cl[CH2:1][C:2](=[O:3])[CH2:4][PH4:5].[OH:6][c:7]1[cH:8][cH:9][cH:10][c:11]([Cl:12])[cH:13]1,[CH2:1]([C:2](=[O:3])[CH2:4][PH4:5])[O:6][c:7]1[cH:8][cH:9][cH:10][c:11]([Cl:12])[cH:13]1
Cl[CH2:1][C:2]([N:3]1[C@@H:4]([CH3:5])[CH2:6][CH2:7][CH2:8][C@H:9]1[CH3:10])=[O:11].[OH:12][c:13]1[cH:14][cH:15][c:16]2[cH:17][c:18]([Br:19])[cH:20][cH:21][c:22]2[cH:23]1,[CH2:1]([C:2]([N:3]1[C@@H:4]([CH3:5])[CH2:6][CH2:7][CH2:8][C@H:9]1[CH3:10])=[O:11])[O:12][c:13]1[cH:14][cH:15][c:16]2[cH:17][c:18]([Br:19])[cH:20][cH:21][c:22]2[cH:23]1
O[CH2:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[CH3:9][CH2:10][O:11][C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][c:18](-[c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]2-[c:25]2[cH:26][c:27]([Cl:28])[cH:29][cH:30][c:31]2[OH:32])[cH:33]1,[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[O:32][c:31]1[c:25](-[c:24]2[c:19](-[c:18]3[cH:17][cH:16][cH:15][c:14]([C:12]([O:11][CH2:10][CH3:9])=[O:13])[cH:33]3)[cH:20][cH:21][cH:22][cH:23]2)[cH:26][c:27]([Cl:28])[cH:29][cH:30]1
CCO[C:1](=[O:2])[c:3]1[cH:4][c:5]2[cH:6][c:7]3[c:8]([n:9][c:10]2[s:11]1)[CH2:12][CH2:13][CH:14]([Si:15]([CH3:16])([CH3:17])[CH3:18])[CH2:19]3.[NH3:20],[C:1](=[O:2])([c:3]1[cH:4][c:5]2[cH:6][c:7]3[c:8]([n:9][c:10]2[s:11]1)[CH2:12][CH2:13][CH:14]([Si:15]([CH3:16])([CH3:17])[CH3:18])[CH2:19]3)[NH2:20]
C[O:1][c:2]1[c:3]([C:4]([CH2:5][CH2:6][C:7]([NH:8][CH3:9])=[O:10])=[O:11])[c:12]([O:13][CH3:14])[cH:15][cH:16][cH:17]1,[OH:1][c:2]1[c:3]([C:4]([CH2:5][CH2:6][C:7]([NH:8][CH3:9])=[O:10])=[O:11])[c:12]([O:13][CH3:14])[cH:15][cH:16][cH:17]1
CC[O:1][C:2](=[O:3])[c:4]1[s:5][c:6]([N:7]2[C:8](=[O:9])[N:10]([CH2:11][c:12]3[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]3)[CH2:19][C@@H:20]2[CH3:21])[n:22][c:23]1[CH3:24],[OH:1][C:2](=[O:3])[c:4]1[s:5][c:6]([N:7]2[C:8](=[O:9])[N:10]([CH2:11][c:12]3[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]3)[CH2:19][C@@H:20]2[CH3:21])[n:22][c:23]1[CH3:24]
CC(=O)[NH:1][c:2]1[cH:3][c:4](-[n:5]2[cH:6][cH:7][cH:8][cH:9]2)[cH:10][c:11](-[n:12]2[cH:13][n:14][c:15]3[cH:16][c:17](-[c:18]4[cH:19][n:20][cH:21][o:22]4)[cH:23][cH:24][c:25]23)[cH:26]1,[NH2:1][c:2]1[cH:3][c:4](-[n:5]2[cH:6][cH:7][cH:8][cH:9]2)[cH:10][c:11](-[n:12]2[cH:13][n:14][c:15]3[cH:16][c:17](-[c:18]4[cH:19][n:20][cH:21][o:22]4)[cH:23][cH:24][c:25]23)[cH:26]1
Br[c:1]1[cH:2][cH:3][c:4]2[c:5]3[c:6]1[NH:7][C:8](=[O:9])[CH2:10][C:11]3([CH3:12])[CH2:13][NH:14]2.[Cu][C:15]#[N:16],[c:1]1([C:15]#[N:16])[cH:2][cH:3][c:4]2[c:5]3[c:6]1[NH:7][C:8](=[O:9])[CH2:10][C:11]3([CH3:12])[CH2:13][NH:14]2
